ticket_id,user_id,fecha,canal,tiempo_primera_respuesta_min,tiempo_resolucion_hs,resuelto,tema_principal,subtema,csat_score,reapertura
CH0327,U0961,2023-01-29,chat,6,2.7,si,reportes,balance_general,5,no
CH0328,U0790,2023-11-10,chat,25,1.3,si,reportes,balance_general,3,no
CH0329,U0305,2023-11-09,chat,15,2.1,si,cuenta,reactivacion,4,no
CH0330,U0170,2023-10-28,chat,25,2.5,si,facturacion,descarga_xml,3,no
CH0331,U0342,2023-11-13,chat,23,2.8,si,facturacion,emision_factura,3,no
CH0332,U0659,2023-07-31,chat,7,1,si,integraciones,api_externa,3,no
CH0333,U0550,2024-01-31,chat,12,23.4,no,facturacion,factura_electronica_avanzada,2,si
CH0334,U0175,2023-10-27,chat,20,1.5,si,integraciones,pasarela_pago,3,no
CH0335,U0361,2023-04-06,chat,23,2,si,integraciones,banco,4,no
CH0336,U1042,2023-06-22,chat,5,2,si,facturacion,descarga_xml,3,no
CH0337,U1632,2023-10-25,chat,4,1.2,si,facturacion,errores_sat,3,no
CH0338,U1803,2023-11-07,chat,6,9.9,no,facturacion,factura_electronica_avanzada,2,no
CH0339,U1764,2023-09-02,chat,14,1.5,si,reportes,estado_resultados,3,no
CH0340,U1372,2023-05-13,chat,13,25.6,no,configuracion,plan_cuentas,2,no
CH0341,U1024,2023-10-27,chat,19,3,si,facturacion,factura_electronica_avanzada,3,no
CH0342,U1502,2024-02-21,chat,8,1,si,pagos,fallo_cobro,4,no
CH0343,U1707,2023-11-21,chat,20,1.5,si,configuracion,integracion_banco,5,no
CH0344,U1061,2023-01-13,chat,19,15.6,no,configuracion,onboarding_general,1,no
CH0345,U0102,2023-04-06,chat,6,1.4,si,reportes,flujo_caja,5,no
CH0346,U1668,2023-01-09,chat,10,0.5,si,facturacion,emision_factura,3,no
CH0347,U1833,2023-04-24,chat,16,1.2,si,reportes,estado_resultados,4,no
CH0348,U0592,2023-08-19,chat,7,1.9,si,reportes,estado_resultados,5,no
CH0349,U0835,2024-01-06,chat,24,1.2,si,reportes,exportar_excel,3,no
CH0350,U1022,2024-02-26,chat,15,0.8,si,facturacion,errores_sat,4,no
CH0351,U1498,2023-10-21,chat,18,2.4,si,facturacion,descarga_xml,3,no
CH0352,U1635,2023-09-21,chat,4,18.8,no,facturacion,factura_electronica_avanzada,1,si
CH0353,U1367,2023-08-02,chat,4,0.6,si,pagos,fallo_cobro,5,no
CH0354,U1095,2023-10-15,chat,25,1,si,configuracion,plan_cuentas,2,no
CH0355,U0301,2023-05-18,chat,11,0.8,si,configuracion,onboarding_general,3,no
CH0356,U0799,2023-09-08,chat,9,2.2,si,integraciones,api_externa,3,no
CH0357,U0380,2023-03-17,chat,5,3,si,facturacion,errores_dian,3,no
CH0358,U1592,2023-02-19,chat,14,1.9,si,integraciones,banco,5,no
CH0359,U1910,2023-08-15,chat,10,0.7,si,reportes,exportar_excel,5,no
CH0360,U1599,2024-02-05,chat,4,1.9,si,facturacion,errores_dian,5,no
CH0361,U1605,2023-06-16,chat,5,2,si,configuracion,datos_empresa,5,no
CH0362,U1947,2023-06-24,chat,16,0.9,si,reportes,flujo_caja,5,no
CH0363,U0625,2023-09-03,chat,4,6.2,no,facturacion,errores_sat,3,no
CH0364,U0318,2023-04-09,chat,25,2,si,facturacion,errores_dian,4,no
CH0365,U0676,2023-07-06,chat,3,2.8,si,configuracion,onboarding_general,3,no
CH0366,U1987,2023-07-13,chat,16,24.9,no,reportes,exportar_excel,2,si
CH0367,U1924,2024-01-21,chat,20,2.9,si,configuracion,integracion_banco,5,no
CH0368,U0907,2023-07-27,chat,3,0.8,si,configuracion,onboarding_general,5,no
CH0369,U1453,2023-10-21,chat,13,24.3,no,facturacion,emision_factura,3,no
CH0370,U1818,2023-12-15,chat,10,11.1,no,facturacion,descarga_xml,1,no
CH0371,U0246,2023-09-12,chat,16,1.2,si,cuenta,suspension_cuenta,3,no
CH0372,U0298,2023-02-20,chat,7,0.8,si,reportes,flujo_caja,3,no
CH0373,U1994,2023-09-20,chat,4,2.7,si,reportes,balance_general,3,no
CH0374,U0528,2023-08-16,chat,8,1.3,si,facturacion,errores_sat,5,no
CH0375,U1901,2023-07-07,chat,19,1.9,si,facturacion,errores_sat,3,no
CH0376,U0345,2023-08-31,chat,5,1.3,si,integraciones,api_externa,3,no
CH0377,U1977,2023-04-22,chat,12,2.3,si,cuenta,cambio_plan,4,no
CH0378,U0462,2023-02-03,chat,24,0.7,si,reportes,balance_general,4,no
CH0379,U0472,2024-02-17,chat,8,1.2,si,reportes,exportar_excel,4,no
CH0380,U1773,2023-04-19,chat,9,19.2,no,cuenta,suspension_cuenta,2,no
CH0381,U0993,2024-02-15,chat,15,2.9,si,reportes,estado_resultados,3,no
CH0382,U0816,2023-10-04,chat,6,2.1,si,cuenta,reactivacion,4,no
CH0383,U1583,2023-10-10,chat,24,2.8,si,cuenta,reactivacion,4,no
CH0384,U0243,2023-12-12,chat,19,2.9,si,cuenta,cambio_plan,5,no
CH0385,U1320,2023-09-21,chat,4,0.9,si,cuenta,cambio_plan,5,no
CH0386,U0401,2023-02-24,chat,11,2.3,si,facturacion,errores_sat,3,no
CH0387,U1886,2023-09-22,chat,15,1.1,si,configuracion,onboarding_general,4,no
CH0388,U0168,2023-08-09,chat,5,0.5,si,facturacion,errores_sat,4,no
CH0389,U1397,2023-01-11,chat,17,2.5,si,pagos,actualizacion_tarjeta,4,no
CH0390,U0161,2023-03-07,chat,17,1.7,si,configuracion,onboarding_general,3,no
CH0391,U1648,2023-02-09,chat,7,2.5,si,pagos,disputa,4,no
CH0392,U1754,2023-01-01,chat,23,2.1,si,configuracion,integracion_banco,4,no
CH0393,U0289,2023-01-27,chat,10,1.6,si,reportes,balance_general,5,no
CH0394,U1549,2023-02-24,chat,22,1.6,si,cuenta,cambio_plan,4,no
CH0395,U0643,2024-01-16,chat,24,13.2,no,facturacion,errores_dian,1,si
CH0396,U1810,2023-03-01,chat,21,19.3,no,facturacion,emision_factura,2,si
CH0397,U0669,2024-02-14,chat,2,2.6,si,configuracion,onboarding_general,5,no
CH0398,U0480,2023-10-05,chat,25,10.5,no,facturacion,descarga_xml,1,si
CH0399,U0977,2023-06-22,chat,11,2,si,facturacion,errores_dian,1,no
CH0400,U0529,2023-03-08,chat,13,22.1,no,reportes,flujo_caja,1,no
CH0401,U1498,2023-01-29,chat,8,2.1,si,facturacion,factura_electronica_avanzada,3,no
CH0402,U0389,2023-03-01,chat,8,2,si,configuracion,plan_cuentas,4,no
CH0403,U0416,2023-07-03,chat,19,2.2,si,reportes,balance_general,5,no
CH0404,U0949,2024-02-01,chat,16,16.3,no,configuracion,integracion_banco,3,si
CH0405,U1179,2023-03-17,chat,6,3,si,facturacion,descarga_xml,1,no
CH0406,U0863,2023-07-27,chat,7,6.3,no,configuracion,datos_empresa,2,no
CH0407,U0435,2023-11-23,chat,12,1.3,si,cuenta,cambio_plan,4,no
CH0408,U1895,2023-07-09,chat,3,1.9,si,reportes,estado_resultados,5,no
CH0409,U0540,2023-10-03,chat,15,2.5,si,reportes,flujo_caja,5,no
CH0410,U0309,2023-09-24,chat,12,2.1,si,facturacion,factura_electronica_avanzada,3,no
CH0411,U1436,2024-01-29,chat,21,1,si,facturacion,factura_electronica_avanzada,5,no
CH0412,U0244,2023-05-15,chat,7,12.5,no,facturacion,emision_factura,3,no
CH0413,U1726,2023-07-19,chat,6,0.9,si,cuenta,reactivacion,4,no
CH0414,U0536,2023-01-17,chat,11,2.4,si,facturacion,descarga_xml,5,no
CH0415,U1415,2023-08-27,chat,2,1.1,si,configuracion,integracion_banco,3,no
CH0416,U0103,2023-08-20,chat,23,17.7,no,reportes,exportar_excel,1,si
CH0417,U0001,2023-10-26,chat,2,2.1,si,integraciones,banco,5,no
CH0418,U1743,2023-05-25,chat,2,2.6,si,cuenta,reactivacion,4,no
CH0419,U0211,2023-07-05,chat,25,2.4,si,configuracion,plan_cuentas,3,no
CH0420,U0311,2023-03-13,chat,3,2.6,si,facturacion,errores_sat,5,no
CH0421,U0059,2023-01-03,chat,7,1.4,si,facturacion,emision_factura,4,no
CH0422,U0904,2023-05-12,chat,23,14.7,no,reportes,balance_general,3,no
CH0423,U0759,2023-06-14,chat,6,1.8,si,integraciones,banco,4,no
CH0424,U1256,2023-09-11,chat,13,2.4,si,facturacion,factura_electronica_avanzada,4,no
CH0425,U0581,2023-03-11,chat,14,2.9,si,integraciones,pasarela_pago,3,no
CH0426,U1115,2023-06-07,chat,25,12.2,no,reportes,balance_general,1,si
CH0427,U1150,2023-04-13,chat,3,1.2,si,facturacion,emision_factura,4,no
CH0428,U1628,2023-01-26,chat,14,23,no,reportes,exportar_excel,3,no
CH0429,U0750,2023-11-24,chat,25,2.7,si,facturacion,emision_factura,4,no
CH0430,U1399,2023-09-05,chat,25,27.5,no,facturacion,errores_sat,3,si
CH0431,U1961,2024-01-24,chat,24,26,no,facturacion,errores_sat,1,si
CH0432,U1089,2023-03-23,chat,4,2.2,si,pagos,disputa,3,no
CH0433,U1166,2023-03-26,chat,9,2.8,si,configuracion,datos_empresa,5,no
CH0434,U0174,2023-12-05,chat,2,2.9,si,facturacion,errores_sat,5,no
CH0435,U1141,2023-05-04,chat,14,20.3,no,cuenta,cambio_plan,1,si
CH0436,U1373,2024-02-11,chat,13,2.7,si,facturacion,errores_dian,4,no
CH0437,U0635,2023-05-19,chat,23,0.7,si,reportes,estado_resultados,4,no
CH0438,U0598,2024-02-04,chat,16,1.8,si,facturacion,factura_electronica_avanzada,5,no
CH0439,U0804,2023-03-25,chat,11,2.2,si,facturacion,errores_dian,5,no
CH0440,U0295,2023-01-30,chat,9,2.1,si,reportes,exportar_excel,4,no
CH0441,U0021,2023-11-07,chat,3,0.6,si,facturacion,errores_dian,4,no
CH0442,U0284,2023-09-24,chat,14,2,si,facturacion,emision_factura,3,no
CH0443,U0785,2024-01-03,chat,17,1,si,configuracion,integracion_banco,4,no
CH0444,U1987,2023-06-13,chat,8,11.1,no,reportes,estado_resultados,3,no
CH0445,U0798,2023-07-20,chat,18,2.3,si,facturacion,factura_electronica_avanzada,4,no
CH0446,U1122,2023-06-26,chat,25,1,si,facturacion,emision_factura,5,no
CH0447,U1433,2023-12-21,chat,23,1.3,si,integraciones,pasarela_pago,4,no
CH0448,U1007,2023-11-01,chat,6,1.2,si,configuracion,integracion_banco,3,no
CH0449,U1994,2023-04-07,chat,23,0.8,si,reportes,flujo_caja,4,no
CH0450,U1261,2023-11-10,chat,3,2.4,si,integraciones,pasarela_pago,5,no
CH0451,U1922,2023-09-29,chat,9,0.6,si,cuenta,suspension_cuenta,3,no
CH0452,U1416,2023-05-21,chat,5,9.5,no,configuracion,datos_empresa,1,si
CH0453,U1862,2024-01-21,chat,21,2,si,pagos,actualizacion_tarjeta,4,no
CH0454,U0732,2023-02-28,chat,6,1.7,si,reportes,flujo_caja,5,no
CH0455,U0874,2024-01-30,chat,22,1,si,facturacion,errores_sat,3,no
CH0456,U0715,2023-02-22,chat,16,1.6,si,configuracion,plan_cuentas,3,no
CH0457,U1856,2023-03-26,chat,17,0.9,si,pagos,fallo_cobro,4,no
CH0458,U0747,2023-10-23,chat,24,0.9,si,reportes,exportar_excel,4,no
CH0459,U1919,2023-06-29,chat,14,2,si,facturacion,errores_dian,5,no
CH0460,U0068,2023-10-26,chat,25,25,no,facturacion,errores_dian,2,no
CH0461,U0427,2024-01-25,chat,16,1,si,configuracion,plan_cuentas,4,no
CH0462,U1969,2023-08-02,chat,11,1.4,si,configuracion,onboarding_general,4,no
CH0463,U0895,2023-08-02,chat,20,2.2,si,reportes,flujo_caja,5,no
CH0464,U0010,2023-06-14,chat,5,2.7,si,cuenta,suspension_cuenta,4,no
CH0465,U0951,2023-11-03,chat,25,1.5,si,facturacion,errores_dian,3,no
CH0466,U0204,2023-07-11,chat,20,1.3,si,facturacion,errores_dian,4,no
CH0467,U1031,2023-08-22,chat,2,0.9,si,facturacion,factura_electronica_avanzada,4,no
CH0468,U1265,2023-07-02,chat,3,17.1,no,integraciones,api_externa,3,no
CH0469,U1719,2023-01-04,chat,24,13.4,no,configuracion,plan_cuentas,3,no
CH0470,U1467,2023-06-01,chat,5,2.4,si,facturacion,errores_sat,3,no
CH0471,U1310,2023-11-11,chat,7,0.9,si,facturacion,errores_sat,5,no
CH0472,U0026,2023-03-31,chat,20,2.3,si,facturacion,descarga_xml,3,no
CH0473,U1840,2023-09-10,chat,14,2.9,si,facturacion,errores_dian,5,no
CH0474,U0951,2023-05-15,chat,20,19.1,no,facturacion,emision_factura,1,si
CH0475,U1942,2023-06-18,chat,10,2.5,si,reportes,exportar_excel,3,no
CH0476,U1839,2023-11-20,chat,9,2.7,si,facturacion,factura_electronica_avanzada,5,no
CH0477,U1713,2023-11-05,chat,23,2.4,si,configuracion,onboarding_general,3,no
CH0478,U1934,2023-06-28,chat,22,2.3,si,facturacion,factura_electronica_avanzada,5,no
CH0479,U0970,2023-11-30,chat,23,0.8,si,facturacion,emision_factura,3,no
CH0480,U1123,2023-02-15,chat,17,2.4,si,configuracion,datos_empresa,3,no
CH0481,U0163,2023-05-28,chat,21,1,si,pagos,disputa,5,no
CH0482,U1250,2024-01-03,chat,5,5.3,no,reportes,exportar_excel,3,si
CH0483,U0660,2023-11-06,chat,14,0.8,si,reportes,exportar_excel,3,no
CH0484,U0058,2023-12-27,chat,13,1.4,si,configuracion,onboarding_general,5,no
CH0485,U0596,2023-07-03,chat,21,0.9,si,facturacion,errores_dian,3,no
CH0486,U0035,2023-12-13,chat,18,23.5,no,pagos,fallo_cobro,3,si
CH0487,U1945,2023-07-28,chat,12,0.6,si,configuracion,integracion_banco,3,no
CH0488,U0665,2023-06-18,chat,3,1.3,si,facturacion,emision_factura,5,no
CH0489,U0099,2023-10-21,chat,8,2.6,si,integraciones,banco,4,no
CH0490,U1697,2024-02-06,chat,20,19.8,no,facturacion,descarga_xml,1,si
CH0491,U0868,2023-10-28,chat,10,2.4,si,pagos,fallo_cobro,5,no
CH0492,U0538,2024-02-08,chat,19,2.6,si,facturacion,errores_dian,5,no
CH0493,U1700,2023-07-06,chat,19,15.6,no,integraciones,pasarela_pago,2,si
CH0494,U1734,2023-03-09,chat,6,2.6,si,facturacion,errores_dian,4,no
CH0495,U1154,2023-12-11,chat,23,18.4,no,configuracion,datos_empresa,3,si
CH0496,U1019,2023-08-06,chat,5,0.9,si,facturacion,emision_factura,5,no
CH0497,U0282,2023-01-14,chat,21,1.1,si,cuenta,cambio_plan,4,no
CH0498,U1196,2023-02-26,chat,12,15.3,no,integraciones,pasarela_pago,2,si
CH0499,U1152,2023-06-27,chat,22,1,si,configuracion,onboarding_general,5,no
CH0500,U1419,2023-02-13,chat,9,2.3,si,pagos,disputa,4,no
CH0501,U1784,2023-01-02,chat,5,0.7,si,integraciones,pasarela_pago,5,no
CH0502,U1395,2023-02-14,chat,5,1.1,si,configuracion,onboarding_general,5,no
CH0503,U1918,2023-03-23,chat,8,1.2,si,facturacion,emision_factura,5,no
CH0504,U1854,2023-08-15,chat,2,2.7,si,integraciones,banco,4,no
CH0505,U1031,2023-09-06,chat,21,1.1,si,configuracion,datos_empresa,5,no
CH0506,U1485,2023-02-05,chat,8,0.9,si,integraciones,pasarela_pago,3,no
CH0507,U0371,2023-01-28,chat,11,1.2,si,pagos,fallo_cobro,4,no
CH0508,U0230,2023-11-06,chat,17,25,no,configuracion,integracion_banco,2,si
CH0509,U0975,2023-02-27,chat,3,27.3,no,reportes,exportar_excel,3,si
CH0510,U0031,2023-12-27,chat,22,1.2,si,facturacion,emision_factura,4,no
CH0511,U0090,2023-12-28,chat,5,2.5,si,pagos,fallo_cobro,5,no
CH0512,U1609,2023-02-18,chat,9,2.2,si,facturacion,emision_factura,3,no
CH0513,U1823,2023-01-31,chat,12,1.7,si,facturacion,emision_factura,4,no
CH0514,U0458,2023-04-25,chat,9,16.5,no,facturacion,factura_electronica_avanzada,1,si
CH0515,U0097,2023-02-11,chat,22,24.6,no,reportes,flujo_caja,3,no
CH0516,U0754,2023-05-28,chat,14,2.9,si,facturacion,emision_factura,2,no
CH0517,U0337,2023-01-23,chat,18,0.8,si,facturacion,emision_factura,4,no
CH0518,U1720,2024-02-01,chat,23,1.2,si,reportes,exportar_excel,5,no
CH0519,U1674,2023-04-20,chat,14,1.9,si,facturacion,errores_sat,5,no
CH0520,U0682,2023-01-23,chat,22,6.5,no,facturacion,factura_electronica_avanzada,2,si
CH0521,U1411,2024-02-25,chat,20,2,si,pagos,fallo_cobro,5,no
CH0522,U0585,2023-09-18,chat,20,10.2,no,facturacion,factura_electronica_avanzada,2,si
CH0523,U0900,2023-03-14,chat,13,2.6,si,reportes,balance_general,4,no
CH0524,U1003,2023-05-09,chat,11,20.3,no,configuracion,onboarding_general,2,no
CH0525,U0527,2023-10-28,chat,2,23.5,no,facturacion,errores_dian,2,no
CH0526,U0862,2023-12-22,chat,13,1.8,si,pagos,disputa,4,no
CH0527,U0328,2023-06-12,chat,6,1.8,si,configuracion,integracion_banco,4,no
CH0528,U0777,2023-06-12,chat,2,18.6,no,pagos,actualizacion_tarjeta,1,si
CH0529,U0975,2023-10-13,chat,11,2,si,facturacion,descarga_xml,3,no
CH0530,U1248,2023-11-13,chat,17,1.8,si,reportes,flujo_caja,4,no
CH0531,U0991,2023-03-09,chat,25,1.6,si,facturacion,errores_dian,4,no
CH0532,U1712,2023-03-19,chat,7,0.9,si,facturacion,emision_factura,5,no
CH0533,U0417,2023-09-27,chat,23,2.4,si,facturacion,descarga_xml,3,no
CH0534,U0370,2023-04-28,chat,16,5,no,facturacion,emision_factura,3,si
CH0535,U0444,2024-02-26,chat,17,2.2,si,pagos,fallo_cobro,3,no
CH0536,U0481,2023-11-02,chat,21,2.1,si,cuenta,reactivacion,3,no
CH0537,U0464,2023-07-10,chat,7,0.5,si,facturacion,factura_electronica_avanzada,3,no
CH0538,U1982,2023-11-24,chat,16,2.2,si,configuracion,plan_cuentas,4,no
CH0539,U1934,2023-04-26,chat,7,16.7,no,facturacion,errores_dian,1,si
CH0540,U1141,2023-09-25,chat,13,1.9,si,reportes,balance_general,5,no
CH0541,U0251,2023-02-21,chat,21,1,si,facturacion,factura_electronica_avanzada,3,no
CH0542,U0585,2023-03-11,chat,22,1.1,si,facturacion,factura_electronica_avanzada,5,no
CH0543,U1344,2023-06-13,chat,12,1.3,si,facturacion,factura_electronica_avanzada,5,no
CH0544,U0930,2023-12-31,chat,5,14.7,no,reportes,exportar_excel,1,si
CH0545,U1786,2023-10-17,chat,23,8.4,no,facturacion,errores_sat,3,si
CH0546,U1713,2023-01-17,chat,2,0.7,si,integraciones,api_externa,3,no
CH0547,U0229,2023-07-12,chat,8,1.2,si,facturacion,factura_electronica_avanzada,5,no
CH0548,U1631,2023-12-07,chat,17,0.9,si,facturacion,factura_electronica_avanzada,3,no
CH0549,U1719,2023-10-21,chat,25,1.7,si,pagos,fallo_cobro,3,no
CH0550,U0750,2023-09-11,chat,21,2.9,si,configuracion,datos_empresa,3,no
CH0551,U0301,2023-06-05,chat,5,1.8,si,pagos,fallo_cobro,4,no
CH0552,U1568,2023-03-25,chat,10,2.1,si,facturacion,emision_factura,4,no
CH0553,U0787,2023-10-20,chat,20,5.9,no,facturacion,factura_electronica_avanzada,1,no
CH0554,U1913,2024-02-01,chat,20,1.8,si,configuracion,integracion_banco,4,no
CH0555,U0734,2023-01-29,chat,5,5.2,no,configuracion,onboarding_general,1,si
CH0556,U0956,2023-08-13,chat,14,2.2,si,facturacion,emision_factura,4,no
CH0557,U0282,2023-06-23,chat,17,0.6,si,facturacion,errores_sat,4,no
CH0558,U1762,2023-07-30,chat,19,2.7,si,facturacion,descarga_xml,5,no
CH0559,U0485,2023-10-08,chat,10,14.8,no,reportes,balance_general,3,si
CH0560,U0552,2024-02-15,chat,13,2.7,si,facturacion,emision_factura,3,no
CH0561,U0220,2023-03-31,chat,20,1.8,si,facturacion,errores_sat,4,no
CH0562,U1991,2023-03-10,chat,12,6.2,no,reportes,balance_general,3,si
CH0563,U1956,2024-01-22,chat,25,0.9,si,facturacion,descarga_xml,3,no
CH0564,U0744,2023-01-19,chat,14,2.2,si,configuracion,plan_cuentas,5,no
CH0565,U0718,2023-03-23,chat,6,1.3,si,pagos,actualizacion_tarjeta,4,no
CH0566,U1954,2024-02-23,chat,24,1.7,si,facturacion,emision_factura,4,no
CH0567,U1233,2023-02-17,chat,11,2.7,si,cuenta,suspension_cuenta,3,no
CH0568,U0789,2023-06-23,chat,9,2.4,si,pagos,actualizacion_tarjeta,3,no
CH0569,U1707,2023-04-15,chat,16,2.9,si,configuracion,integracion_banco,4,no
CH0570,U1527,2023-03-06,chat,7,2.2,si,configuracion,integracion_banco,4,no
CH0571,U1319,2023-08-14,chat,20,2.5,si,cuenta,reactivacion,3,no
CH0572,U1549,2023-03-15,chat,11,0.9,si,facturacion,factura_electronica_avanzada,4,no
CH0573,U0534,2023-03-17,chat,13,1.6,si,facturacion,errores_dian,3,no
CH0574,U0988,2023-02-12,chat,21,27,no,cuenta,suspension_cuenta,3,si
CH0575,U0595,2024-01-20,chat,18,25.9,no,facturacion,emision_factura,2,no
CH0576,U0713,2023-07-14,chat,12,2.7,si,reportes,estado_resultados,3,no
CH0577,U0197,2024-01-31,chat,25,2.9,si,facturacion,errores_sat,4,no
CH0578,U0010,2023-02-17,chat,13,2.4,si,facturacion,descarga_xml,5,no
CH0579,U1999,2024-02-08,chat,3,1.5,si,configuracion,plan_cuentas,4,no
CH0580,U1080,2024-01-03,chat,25,1.4,si,configuracion,plan_cuentas,4,no
CH0581,U0535,2023-06-14,chat,10,1.6,si,integraciones,api_externa,5,no
CH0582,U1158,2024-01-31,chat,24,0.8,si,integraciones,banco,5,no
CH0583,U1190,2023-11-28,chat,3,2.6,si,facturacion,factura_electronica_avanzada,3,no
CH0584,U1633,2023-09-02,chat,12,1.1,si,cuenta,cambio_plan,5,no
CH0585,U0672,2023-02-01,chat,24,14.9,no,pagos,actualizacion_tarjeta,2,si
CH0586,U1563,2023-06-12,chat,9,1.8,si,facturacion,emision_factura,5,no
CH0587,U1759,2023-07-26,chat,16,2.4,si,pagos,actualizacion_tarjeta,4,no
CH0588,U0222,2023-02-25,chat,21,20.3,no,pagos,actualizacion_tarjeta,2,si
CH0589,U1323,2024-01-01,chat,22,2,si,configuracion,plan_cuentas,3,no
CH0590,U0900,2023-02-24,chat,2,21.4,no,integraciones,pasarela_pago,2,si
CH0591,U1313,2023-07-17,chat,8,2.5,si,configuracion,integracion_banco,4,no
CH0592,U0927,2023-01-29,chat,13,1,si,configuracion,plan_cuentas,4,no
CH0593,U0157,2023-04-24,chat,23,0.7,si,facturacion,descarga_xml,4,no
CH0594,U1619,2023-02-25,chat,21,7.8,no,configuracion,onboarding_general,1,si
CH0595,U0433,2023-08-07,chat,17,2.9,si,configuracion,plan_cuentas,3,no
CH0596,U1453,2024-01-09,chat,25,18.2,no,facturacion,emision_factura,2,no
CH0597,U0389,2023-01-18,chat,9,15.6,no,reportes,balance_general,3,no
CH0598,U1708,2023-08-23,chat,20,1.7,si,pagos,fallo_cobro,4,no
CH0599,U0443,2023-11-23,chat,5,23.2,no,pagos,actualizacion_tarjeta,2,si
CH0600,U1005,2023-06-08,chat,15,6,no,facturacion,descarga_xml,3,si
CH0601,U1335,2024-02-22,chat,16,5.2,no,reportes,flujo_caja,1,no
CH0602,U0442,2023-03-09,chat,13,2.2,si,configuracion,datos_empresa,5,no
CH0603,U0018,2023-07-13,chat,5,2.8,si,integraciones,api_externa,3,no
CH0604,U0014,2023-09-13,chat,3,6.4,no,cuenta,suspension_cuenta,1,si
CH0605,U0347,2023-12-26,chat,14,1,si,cuenta,cambio_plan,3,no
CH0606,U0653,2023-02-19,chat,25,2.8,si,pagos,disputa,3,no
CH0607,U1504,2023-07-13,chat,20,1.2,si,reportes,balance_general,4,no
CH0608,U1876,2023-08-26,chat,15,2.8,si,pagos,fallo_cobro,3,no
CH0609,U0577,2023-11-11,chat,11,2.5,si,cuenta,reactivacion,3,no
CH0610,U1713,2023-04-02,chat,19,0.9,si,facturacion,descarga_xml,4,no
CH0611,U1584,2023-03-11,chat,20,16.2,no,configuracion,integracion_banco,2,no
CH0612,U0129,2023-09-06,chat,2,7.7,no,facturacion,errores_dian,3,no
CH0613,U0670,2023-01-19,chat,7,2.8,si,facturacion,emision_factura,5,no
CH0614,U1359,2024-02-10,chat,6,24,no,facturacion,factura_electronica_avanzada,1,no
CH0615,U0956,2023-06-26,chat,21,11.9,no,cuenta,suspension_cuenta,2,no
CH0616,U0516,2023-11-30,chat,6,1.1,si,configuracion,plan_cuentas,3,no
CH0617,U1351,2023-08-26,chat,22,1.8,si,configuracion,datos_empresa,5,no
CH0618,U1970,2023-04-10,chat,6,0.5,si,facturacion,errores_sat,5,no
CH0619,U1643,2023-11-23,chat,6,0.8,si,configuracion,integracion_banco,4,no
CH0620,U1704,2024-01-10,chat,16,1.8,si,facturacion,factura_electronica_avanzada,5,no
CH0621,U1002,2023-10-11,chat,2,1,si,facturacion,errores_dian,5,no
CH0622,U0886,2023-04-28,chat,3,2.8,si,configuracion,integracion_banco,4,no
CH0623,U0358,2023-10-18,chat,14,0.9,si,pagos,disputa,4,no
CH0624,U1937,2023-11-30,chat,11,18.4,no,cuenta,cambio_plan,1,no
CH0625,U1464,2023-09-10,chat,5,11.1,no,cuenta,reactivacion,2,si
CH0626,U1987,2023-06-14,chat,22,1.2,si,facturacion,descarga_xml,4,no
CH0627,U0959,2023-08-25,chat,24,9.9,no,pagos,disputa,2,no
CH0628,U0405,2023-05-11,chat,7,2.4,si,facturacion,errores_sat,5,no
CH0629,U1862,2023-08-26,chat,8,2.5,si,facturacion,descarga_xml,4,no
CH0630,U0873,2023-06-14,chat,10,1.8,si,facturacion,descarga_xml,4,no
CH0631,U1574,2023-11-01,chat,11,20.5,no,facturacion,errores_dian,3,no
CH0632,U1828,2024-01-09,chat,2,0.9,si,facturacion,errores_dian,3,no
CH0633,U0788,2023-08-01,chat,12,2.7,si,configuracion,onboarding_general,3,no
CH0634,U1135,2023-10-11,chat,7,9.2,no,cuenta,reactivacion,2,si
CH0635,U0448,2023-06-28,chat,14,2.5,si,cuenta,cambio_plan,5,no
CH0636,U1973,2024-01-11,chat,15,2.4,si,reportes,exportar_excel,5,no
CH0637,U1847,2023-11-21,chat,6,2.9,si,cuenta,cambio_plan,5,no
CH0638,U1121,2023-01-01,chat,5,2.5,si,configuracion,integracion_banco,3,no
CH0639,U1623,2023-11-10,chat,4,20.1,no,configuracion,datos_empresa,1,si
CH0640,U1796,2023-02-15,chat,5,12.5,no,integraciones,banco,3,no
CH0641,U0315,2023-04-19,chat,4,2,si,facturacion,emision_factura,3,no
CH0642,U0734,2023-10-07,chat,16,26.1,no,facturacion,factura_electronica_avanzada,1,no
CH0643,U1840,2023-11-04,chat,16,12.7,no,configuracion,integracion_banco,3,si
CH0644,U1609,2024-01-24,chat,6,2.5,si,facturacion,factura_electronica_avanzada,5,no
CH0645,U1699,2023-02-17,chat,3,1.9,si,facturacion,errores_sat,3,no
CH0646,U0073,2023-03-13,chat,16,0.8,si,facturacion,descarga_xml,4,no
CH0647,U0814,2023-10-17,chat,11,2.1,si,reportes,balance_general,5,no
CH0648,U1078,2023-03-30,chat,14,26.4,no,pagos,actualizacion_tarjeta,2,si
CH0649,U1424,2023-11-25,chat,5,1.1,si,integraciones,api_externa,4,no
CH0650,U0469,2023-11-02,chat,18,25.1,no,configuracion,datos_empresa,2,no
CH0651,U1742,2023-04-06,chat,15,11,no,reportes,balance_general,2,si
CH0652,U1641,2023-05-12,chat,25,0.8,si,cuenta,cambio_plan,5,no
