user_id,nombre_empresa,segmento,pais,plan,monto_mensual_usd,fecha_registro,fecha_ultimo_pago,estado_cuenta,metodo_pago,fecha_retiro,tipo_retiro,motivo_principal,motivo_secundario,lo_reemplaza_con,nps_salida,comentario_libre,fecha_primer_login,configuracion_empresa_completa,empleados_cargados,plan_cuentas_configurado,primer_factura_emitida,dias_primer_factura,integracion_banco_conectada,facturas_emitidas_mes1,facturas_emitidas_mes3,reportes_generados_mes3,usuarios_adicionales,modulo_nomina_activo,modulo_inventario_activo,modulo_cxc_activo,login_ultimos_30_dias,sesiones_promedio_semana,chat_tickets,chat_no_resueltos,chat_reaperturas,chat_csat_prom,chat_tpr_prom,wa_tickets,wa_deriva_agente,wa_negativos,tel_llamadas,tel_escalados,tel_nps_prom,usa_soporte,soporte_tickets_total,friccion,canal_mas_usado
U0498,Ramos González Auditoría,Contador,Colombia,Growth,35,2022-09-15,2023-12-25,cancelado,transferencia,2023-09-11,voluntario,funcionalidades_insuficientes,onboarding_incompleto,ninguno,4,necesitaba facturación electrónica avanzada y no funcionaba bien,44819,si,no,si,si,10,no,3,,1,1,no,no,no,si,0,1,1,0,1,25,0,0,0,0,0,,1,1,1,chat
U0499,Importadora Martínez,Pyme,Colombia,Pro,49,2023-07-16,2024-02-19,activo,tarjeta,,,,,,,,45123,no,si,si,no,,no,0,3,7,2,no,no,no,si,6.4,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0500,Salinas Hernández Consultores,Contador,Colombia,Enterprise,89,2023-02-04,2024-01-16,activo,transferencia,,,,,,,,44961,no,si,si,si,9,si,20,28,0,3,no,no,si,si,3.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0501,Comidas Rápidas Vargas S.R.L.,Pyme,Colombia,Starter,19,2023-01-01,2023-09-30,suspendido,tarjeta,,,,,,,,44927,si,no,no,si,3,no,4,8,4,1,no,si,no,no,1,1,0,0,3,11,0,0,0,1,0,3,1,2,0,chat
U0502,Supermercado Medina,Pyme,Ecuador,Growth,35,2022-07-01,2024-01-30,activo,transferencia,,,,,,,,44743,si,no,si,si,4,no,37,74,2,2,no,no,no,si,5,1,1,0,2,5,1,0,0,0,0,,1,2,1,chat
U0503,Hernández Díaz Auditoría,Contador,México,Enterprise,89,2023-05-09,2024-02-21,activo,tarjeta,,,,,,,,45055,si,si,no,si,10,no,14,24,2,1,no,no,no,si,3.6,2,0,0,3.5,15.5,0,0,0,0,0,,1,2,0,chat
U0504,Taller Ortiz Express,Pyme,Colombia,Starter,19,2022-05-20,2024-01-31,activo,tarjeta,,,,,,,,44701,si,no,si,si,3,no,5,10,5,2,no,si,si,si,5.2,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0505,Panadería Cruz Express,Pyme,República Dominicana,Pro,49,2023-09-04,2024-01-01,activo,tarjeta,,,,,,,,45173,si,si,si,si,10,si,17,32,2,1,si,si,si,si,5.6,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0506,Clínica Sánchez Plus,Pyme,Colombia,Growth,35,2023-02-04,2023-10-27,inactivo,tarjeta,,,,,,,,44961,si,no,si,si,8,no,7,10,1,2,no,no,no,si,0.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0507,Pérez Pérez & Asociados,Contador,República Dominicana,Pro,49,2022-10-19,2024-02-04,activo,PSE,,,,,,,,44853,si,si,si,si,9,si,18,28,15,6,no,no,si,si,4.9,1,0,0,4,2,0,0,0,0,0,,1,1,0,chat
U0508,Panadería Flores,Pyme,Colombia,Growth,35,2023-09-25,2024-02-14,activo,transferencia,,,,,,,,45194,si,si,si,si,6,no,21,30,7,1,no,no,si,si,2.2,0,0,0,,,0,0,0,1,0,5,1,1,0,telefono
U0509,Taller García,Pyme,México,Starter,19,2022-04-15,2024-01-09,activo,transferencia,,,,,,,,44666,si,no,si,si,6,no,4,8,11,2,no,si,si,si,6.6,1,0,0,5,11,0,0,0,1,0,,1,2,0,chat
U0510,Boutique López,Pyme,México,Starter,19,2022-11-16,2024-01-06,inactivo,OXXO,2023-04-25,voluntario,precio_alto,,Alegra_competidor_B,3,,44881,si,si,no,si,14,no,12,,3,1,no,no,no,si,0.7,1,0,0,1,20,0,0,0,0,0,,1,1,0,chat
U0511,Medina Ramírez Auditoría,Contador,Ecuador,Starter,19,2023-02-06,2024-01-31,activo,tarjeta,,,,,,,,44963,no,si,si,no,,no,0,0,10,2,no,no,no,si,3,1,0,0,5,18,0,0,0,0,0,,1,1,0,chat
U0512,Contabilidad Pérez Auditoría,Contador,Colombia,Pro,49,2022-09-12,2024-01-29,activo,tarjeta,,,,,,,,44816,si,si,si,si,7,si,30,53,8,4,si,no,si,si,6.2,1,0,0,5,7,0,0,0,0,0,,1,1,0,chat
U0513,Medina Flores Consultores,Contador,Colombia,Pro,49,2022-08-02,2024-02-13,activo,OXXO,,,,,,,,44775,si,si,si,si,7,si,8,18,14,1,no,no,si,si,5.9,0,0,0,,,0,0,0,1,0,4,1,1,0,telefono
U0514,Ramos Díaz & Asociados,Contador,Colombia,Enterprise,89,2023-06-18,2024-01-31,activo,transferencia,,,,,,,,45095,si,si,si,si,8,no,28,51,11,6,no,no,si,si,1.9,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0515,Hernández Medina & Asociados,Contador,Colombia,Growth,35,2023-10-11,2024-01-01,activo,tarjeta,,,,,,,,45210,si,si,no,si,2,no,27,50,9,1,no,no,no,si,5.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0516,Tienda Díaz & Hijos,Pyme,Colombia,Enterprise,89,2023-08-19,2023-12-31,inactivo,transferencia,,,,,,,,45157,si,no,si,si,14,no,8,10,2,1,no,si,no,si,1.2,4,0,0,4.25,12,0,0,0,0,0,,1,4,0,chat
U0517,Taller Vargas & Hijos,Pyme,Colombia,Growth,35,2023-10-03,2024-01-23,activo,transferencia,,,,,,,,45202,si,si,no,si,5,no,14,31,,1,no,si,si,si,2.2,0,0,0,,,1,1,0,2,0,4.5,1,3,1,telefono
U0518,Taller Pérez,Pyme,Colombia,Growth,35,2023-10-23,2024-02-21,activo,PSE,,,,,,,,45222,si,si,si,si,4,no,37,60,15,1,no,si,si,si,3.2,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0519,Constructora Ortiz,Pyme,Costa Rica,Starter,19,2022-02-10,2024-01-29,activo,transferencia,,,,,,,,44602,si,no,si,si,4,no,36,73,7,2,no,si,si,si,5.2,1,0,0,5,5,0,0,0,0,0,,1,1,0,chat
U0520,Distribuidora Jiménez,Pyme,Colombia,Growth,35,2022-10-09,2024-01-07,suspendido,transferencia,2023-06-12,voluntario,soporte_deficiente,interfaz_compleja,Siigo,3,,44843,no,no,no,no,,no,0,0,1,2,no,si,no,si,1,3,3,1,1.333333333,15,1,1,1,0,0,,1,4,1,chat
U0521,Tienda García del Norte,Pyme,Colombia,Starter,19,2022-01-01,2024-02-02,activo,tarjeta,,,,,,,,44562,no,si,si,no,,no,0,5,15,2,no,si,no,si,2.7,2,1,0,3,13.5,0,0,0,0,0,,1,2,1,chat
U0522,Ávila Ortiz & Partners,Contador,Colombia,Pro,49,2023-11-06,2023-07-18,cancelado,tarjeta,2023-03-17,voluntario,funcionalidades_insuficientes,,Aspel,3,,45236,no,no,si,no,,no,1,,1,3,no,no,si,no,0,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0523,Ferretería Hernández,Pyme,Colombia,Growth,35,2022-11-26,2024-02-03,activo,transferencia,,,,,,,,44891,si,no,no,si,3,no,15,22,14,1,no,no,si,si,6.5,1,0,0,3,24,1,0,1,0,0,,1,2,1,chat
U0524,Boutique Jiménez S.R.L.,Pyme,Colombia,Starter,19,2022-02-02,2024-02-23,activo,tarjeta,,,,,,,,44594,si,no,no,si,8,no,22,34,11,2,no,no,si,si,2.2,2,0,0,5,16.5,4,3,1,1,0,4,1,7,1,whatsapp
U0525,Boutique Martínez,Pyme,México,Growth,35,2022-03-14,2024-02-28,activo,tarjeta,,,,,,,,44634,si,si,si,si,1,no,35,70,15,2,no,si,si,si,6.2,2,1,0,3,13,0,0,0,0,0,,1,2,1,chat
U0526,Hernández Jiménez & Asociados,Contador,México,Pro,49,2023-03-02,2023-09-15,inactivo,PSE,,,,,,,,44987,si,no,si,si,10,si,8,11,2,4,si,no,si,si,1.3,1,1,1,2,24,0,0,0,0,0,,1,1,1,chat
U0527,Ramos Vargas Auditoría,Contador,República Dominicana,Starter,19,2022-08-10,2023-02-19,cancelado,tarjeta,,,,,,,,44783,si,si,no,si,15,no,9,17,,1,no,no,no,si,0,2,2,1,1.5,9.5,0,0,0,0,0,,1,2,1,chat
U0528,Clínica Rodríguez S.R.L.,Pyme,México,Starter,19,2023-10-03,2023-10-13,cancelado,transferencia,,,,,,,,45202,no,no,no,si,3,no,4,6,3,1,no,no,no,si,0,2,0,0,4,16,0,0,0,1,0,5,1,3,0,chat
U0529,Constructora Flores S.R.L.,Pyme,México,Growth,35,2022-04-17,2024-01-12,activo,tarjeta,,,,,,,,44668,no,si,si,no,,no,1,3,11,1,no,no,no,si,2.9,4,2,1,2.5,11.5,0,0,0,0,0,,1,4,1,chat
U0530,Pérez Cruz Contadores,Contador,México,Growth,35,2022-11-19,2024-01-21,activo,PSE,,,,,,,,44884,si,si,si,si,7,no,26,40,5,1,no,no,si,si,3.9,1,1,0,2,24,0,0,0,0,0,,1,1,1,chat
U0531,Transporte Morales,Pyme,Colombia,Growth,35,2023-01-20,2024-02-29,activo,transferencia,,,,,,,,44946,no,si,si,no,,no,0,2,,1,no,no,si,si,6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0532,Farmacia García,Pyme,Costa Rica,Enterprise,89,2023-09-03,2024-01-09,activo,OXXO,,,,,,,,45172,si,si,si,si,7,no,35,68,12,1,no,no,si,si,4.3,1,0,0,4,25,0,0,0,0,0,,1,1,0,chat
U0533,Agropecuaria Medina,Pyme,Panamá,Starter,19,2023-12-08,2024-01-20,inactivo,tarjeta,,,,,,,,45268,si,no,si,si,13,no,9,12,2,2,no,si,no,si,0.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0534,Distribuidora Medina,Pyme,México,Starter,19,2023-01-11,2023-08-05,suspendido,PSE,,,,,,,,44937,no,no,si,no,,no,1,3,3,1,no,si,no,no,0.3,3,1,0,3.333333333,15.33333333,2,1,1,1,1,1,1,6,1,chat
U0535,García Medina & Asociados,Contador,Costa Rica,Pro,49,2023-05-10,2024-02-22,activo,PSE,,,,,,,,45056,si,si,si,si,1,si,7,11,5,6,no,no,si,si,4.7,1,0,0,5,10,0,0,0,0,0,,1,1,0,chat
U0536,Importadora Flores,Pyme,Colombia,Growth,35,2023-08-14,2024-02-19,activo,tarjeta,,,,,,,,45152,si,si,si,si,1,no,23,36,15,2,no,no,no,si,2.9,2,0,0,4.5,12.5,0,0,0,0,0,,1,2,0,chat
U0537,Contabilidad Reyes & Asociados,Contador,México,Enterprise,89,2022-08-21,2024-02-24,activo,transferencia,,,,,,,,44794,si,no,no,si,7,si,22,40,14,2,no,no,si,si,2.9,1,0,0,5,10,1,1,1,1,0,3,1,3,1,chat
U0538,Ferretería Reyes Plus,Pyme,Colombia,Growth,35,2022-06-03,2024-02-14,activo,tarjeta,,,,,,,,44715,si,si,no,si,8,no,22,51,,2,no,si,no,si,1.6,2,1,1,4,16,1,1,1,0,0,,1,3,1,chat
U0539,Distribuidora Ortiz S.A.,Pyme,México,Starter,19,2022-10-24,2023-10-08,inactivo,tarjeta,,,,,,,,44858,si,si,no,si,8,no,11,20,1,1,no,no,si,no,1.3,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0540,Boutique Vargas,Pyme,Colombia,Starter,19,2023-03-21,2024-01-09,activo,transferencia,,,,,,,,45006,si,si,si,si,8,no,22,29,2,2,no,no,si,si,1.5,2,0,0,5,17,0,0,0,0,0,,1,2,0,chat
U0541,Clínica Flores S.R.L.,Pyme,México,Growth,35,2023-06-21,2024-01-05,activo,tarjeta,,,,,,,,45098,si,si,si,si,7,no,23,44,2,2,no,si,si,si,4.2,2,0,0,4.5,13,1,1,0,0,0,,1,3,1,chat
U0542,Ferretería Torres,Pyme,Costa Rica,Growth,35,2022-12-23,2024-01-23,activo,transferencia,,,,,,,,44918,si,si,si,si,10,no,6,14,9,1,no,si,si,si,4.5,1,0,0,4,5,1,1,0,0,0,,1,2,1,chat
U0543,Panadería Pérez & Hijos,Pyme,República Dominicana,Pro,49,2023-10-01,2024-01-03,activo,OXXO,,,,,,,,45200,si,si,si,si,2,si,25,55,5,2,si,no,no,si,4.4,1,0,0,5,10,0,0,0,0,0,,1,1,0,chat
U0544,Vargas Torres & Asociados,Contador,Panamá,Growth,35,2022-02-25,2024-02-09,activo,OXXO,,,,,,,,44617,si,no,si,si,1,no,6,15,2,2,no,no,no,si,2.2,1,0,0,5,17,0,0,0,0,0,,1,1,0,chat
U0545,Panadería Pérez Plus,Pyme,República Dominicana,Starter,19,2023-04-28,2024-01-14,activo,transferencia,,,,,,,,45044,si,si,si,si,3,no,9,19,11,1,no,si,si,si,6.1,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0546,Agropecuaria Jiménez,Pyme,México,Growth,35,2022-05-25,2024-02-12,activo,tarjeta,,,,,,,,44706,si,no,no,si,6,no,12,22,6,1,no,no,si,si,2.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0547,Ferretería Martínez,Pyme,Colombia,Pro,49,2023-09-25,2024-01-30,activo,transferencia,,,,,,,,45194,no,si,si,si,1,si,23,34,,3,no,no,si,si,5.2,1,0,0,3,17,0,0,0,0,0,,1,1,0,chat
U0548,Clínica Sánchez S.R.L.,Pyme,Panamá,Growth,35,2022-04-21,2024-02-25,activo,PSE,,,,,,,,44672,no,no,si,no,,no,1,4,9,2,no,no,si,si,6.1,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0549,Salinas Vargas Contadores,Contador,Colombia,Growth,35,2023-09-04,2024-01-12,activo,tarjeta,,,,,,,,45173,si,si,si,si,5,no,10,22,5,1,no,no,no,si,6.7,1,0,0,5,11,0,0,0,0,0,,1,1,0,chat
U0550,Transporte Díaz,Pyme,Colombia,Growth,35,2022-12-08,2024-02-17,activo,tarjeta,,,,,,,,44903,si,si,si,si,1,no,29,46,2,1,no,no,si,si,6.5,2,1,1,2.5,12,1,0,0,1,0,4,1,4,1,chat
U0551,Repuestos García del Norte,Pyme,Ecuador,Enterprise,89,2022-10-10,2023-11-05,inactivo,PSE,,,,,,,,44844,si,si,no,si,20,no,3,7,4,2,si,no,si,no,0.3,1,0,0,4,3,0,0,0,0,0,,1,1,0,chat
U0552,Supermercado Rojas & Cía,Pyme,Colombia,Starter,19,2022-05-21,2024-01-25,activo,tarjeta,,,,,,,,44702,si,si,no,si,2,no,34,57,12,2,no,si,si,si,3.6,4,0,0,3.75,13.5,0,0,0,0,0,,1,4,0,chat
U0553,Supermercado Hernández & Cía,Pyme,Colombia,Starter,19,2022-11-16,2023-10-17,suspendido,tarjeta,,,,,,,,44881,no,no,si,no,,no,2,0,,1,no,no,si,no,1.4,1,0,0,4,23,0,0,0,0,0,,1,1,0,chat
U0554,López Hernández Contadores,Contador,Panamá,Growth,35,2023-12-24,2023-09-19,suspendido,OXXO,,,,,,,,45284,si,no,si,si,18,no,10,13,1,1,no,no,no,no,0.7,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0555,Morales Hernández Contadores,Contador,Panamá,Growth,35,2023-07-25,2024-02-16,activo,tarjeta,,,,,,,,45132,si,si,si,si,3,no,19,43,14,1,no,no,si,si,2,2,0,0,4,25,0,0,0,0,0,,1,2,0,chat
U0556,Repuestos Ramírez,Pyme,Colombia,Enterprise,89,2023-02-26,2024-02-17,activo,OXXO,,,,,,,,44983,si,si,si,si,6,si,35,82,0,2,si,si,si,si,5.9,4,1,1,3,11,1,0,0,0,0,,1,5,1,chat
U0557,Panadería Rojas,Pyme,Colombia,Starter,19,2023-09-19,2024-02-08,activo,transferencia,,,,,,,,45188,no,si,no,no,,no,0,2,0,2,no,si,si,si,2.9,1,0,0,5,24,1,1,1,0,0,,1,2,1,chat
U0558,García Díaz Consultores,Contador,México,Pro,49,2023-05-04,2024-02-24,activo,transferencia,,,,,,,,45050,si,si,si,si,6,no,40,49,2,6,no,no,no,si,3.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0559,Contabilidad Ramírez Auditoría,Contador,México,Growth,35,2022-07-17,2024-01-27,activo,transferencia,,,,,,,,44759,si,no,no,si,7,no,24,48,11,1,no,no,no,si,4.6,2,0,0,3.5,11,0,0,0,1,0,3,1,3,0,chat
U0560,Boutique Rojas,Pyme,Costa Rica,Starter,19,2022-07-29,2024-02-29,activo,OXXO,,,,,,,,44771,si,si,si,si,7,no,25,44,,2,no,si,no,si,5.1,2,0,0,4.5,3.5,0,0,0,1,0,1,1,3,0,chat
U0561,Clínica Flores,Pyme,México,Starter,19,2023-02-19,2024-02-08,activo,transferencia,,,,,,,,44976,si,no,si,si,2,no,9,20,6,1,no,si,si,si,4.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0562,Salinas López Consultores,Contador,México,Pro,49,2023-10-19,2023-10-12,suspendido,tarjeta,2023-11-10,voluntario,soporte_deficiente,funcionalidades_insuficientes,ninguno,3,muy caro para lo que ofrece comparado con la competencia,45218,si,no,si,si,19,no,6,,1,6,si,no,si,no,1.2,1,1,0,1,13,0,0,0,0,0,,1,1,1,chat
U0563,Ferretería Pérez,Pyme,México,Growth,35,2023-07-26,2024-02-18,activo,transferencia,,,,,,,,45133,si,si,si,si,10,no,21,34,3,1,no,si,no,si,3.9,2,1,0,2,18.5,0,0,0,0,0,,1,2,1,chat
U0564,Ferretería Jiménez Express,Pyme,Colombia,Pro,49,2023-04-18,2024-01-19,activo,transferencia,,,,,,,,45034,si,si,si,si,7,si,6,14,10,2,si,no,no,si,4.6,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0565,García Vargas Consultores,Contador,México,Pro,49,2022-04-26,2024-02-07,activo,OXXO,,,,,,,,44677,si,si,si,si,9,si,29,66,10,6,no,no,si,si,3.5,1,0,0,5,6,2,1,1,0,0,,1,3,1,whatsapp
U0566,Repuestos Morales,Pyme,Colombia,Starter,19,2023-04-10,2024-02-15,activo,PSE,,,,,,,,45026,si,si,si,si,3,no,36,86,0,1,no,no,no,si,3.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0567,Taller Morales S.A.,Pyme,Costa Rica,Growth,35,2022-06-17,2024-01-08,activo,tarjeta,,,,,,,,44729,no,si,si,no,,no,2,2,13,2,no,si,si,si,4.9,3,0,0,3.666666667,12.33333333,0,0,0,0,0,,1,3,0,chat
U0568,Clínica López del Norte,Pyme,México,Pro,49,2023-06-08,2024-01-11,activo,tarjeta,,,,,,,,45085,si,si,si,si,8,si,20,39,15,1,no,si,no,si,4.1,1,1,1,3,14,1,1,0,0,0,,1,2,1,chat
U0569,Farmacia Torres Express,Pyme,Costa Rica,Starter,19,2022-05-29,2024-02-15,activo,tarjeta,,,,,,,,44710,si,si,si,si,10,no,13,31,15,2,no,si,no,si,5.3,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0570,Boutique Ortiz S.R.L.,Pyme,Colombia,Pro,49,2022-07-27,2024-02-18,activo,tarjeta,,,,,,,,44769,si,si,si,si,3,si,23,50,3,5,no,no,no,si,4.9,1,0,0,3,4,0,0,0,1,0,3,1,2,0,chat
U0571,Salinas Martínez & Partners,Contador,México,Pro,49,2022-08-11,2024-01-31,activo,tarjeta,,,,,,,,44784,si,si,si,si,7,si,10,20,14,4,no,no,si,si,6.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0572,Contabilidad González Consultores,Contador,Colombia,Pro,49,2023-09-27,2024-02-22,activo,PSE,,,,,,,,45196,no,si,si,no,,no,0,3,6,1,si,no,no,si,4.1,2,0,0,3.5,15,0,0,0,0,0,,1,2,0,chat
U0573,Transporte Martínez,Pyme,Colombia,Starter,19,2022-02-03,2024-02-23,activo,transferencia,,,,,,,,44595,si,no,si,si,3,no,36,56,6,1,no,no,si,si,1.8,1,0,0,3,20,0,0,0,0,0,,1,1,0,chat
U0574,Importadora Vargas,Pyme,Colombia,Growth,35,2023-09-18,2024-02-14,activo,transferencia,,,,,,,,45187,si,si,si,si,1,no,8,18,1,1,no,no,no,si,1.5,2,0,0,4,13.5,1,1,0,0,0,,1,3,1,chat
U0575,Clínica Martínez Plus,Pyme,México,Pro,49,2022-04-06,2024-01-21,activo,tarjeta,,,,,,,,44657,si,si,si,si,4,si,36,62,,3,no,no,si,si,3.4,1,0,0,5,20,0,0,0,0,0,,1,1,0,chat
U0576,Constructora Pérez S.R.L.,Pyme,Colombia,Starter,19,2023-12-13,2023-11-24,inactivo,tarjeta,2023-06-05,involuntario,transferencia_rechazada,,ninguno,,cambió de banco y no actualizó los datos de pago,45273,no,si,no,no,,no,1,,3,1,no,no,no,no,0.4,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0577,Agropecuaria Torres,Pyme,México,Enterprise,89,2023-06-26,2023-09-05,cancelado,transferencia,,,,,,,,45103,si,si,no,si,19,no,12,25,4,3,no,si,si,no,0,2,0,0,3.5,15,0,0,0,0,0,,1,2,0,chat
U0578,Salinas Jiménez Contadores,Contador,Colombia,Pro,49,2023-10-01,2024-01-09,activo,transferencia,,,,,,,,45200,si,no,no,si,6,si,16,31,0,4,no,no,no,si,2.3,1,0,0,5,18,1,1,1,0,0,,1,2,1,chat
U0579,Contabilidad Rodríguez & Asociados,Contador,México,Growth,35,2023-09-17,2024-01-19,activo,OXXO,,,,,,,,45186,si,si,si,si,4,no,26,45,8,2,no,no,no,si,4.6,1,0,0,4,16,0,0,0,0,0,,1,1,0,chat
U0580,Transporte Díaz & Cía,Pyme,República Dominicana,Growth,35,2022-08-01,2023-12-16,inactivo,tarjeta,2023-11-29,voluntario,no_vio_valor,soporte_lento,ninguno,1,,44774,si,no,no,si,11,no,4,,4,1,no,si,no,no,0.6,2,2,0,1.5,9.5,1,0,1,0,0,,1,3,1,chat
U0581,Constructora Flores S.A.,Pyme,Costa Rica,Growth,35,2022-09-18,2023-11-18,inactivo,tarjeta,2023-10-23,voluntario,no_vio_valor,,no_sabe,5,migré a Siigo porque mi contador lo usa,44822,no,no,no,si,10,no,12,,2,1,no,no,no,no,0.8,1,0,0,3,14,0,0,0,0,0,,1,1,0,chat
U0582,Vargas Flores Contadores,Contador,Colombia,Pro,49,2023-09-23,2023-03-31,cancelado,tarjeta,,,,,,,,45192,si,no,si,si,11,si,10,16,3,4,si,no,no,no,0,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0583,Comidas Rápidas Vargas Express,Pyme,México,Starter,19,2022-05-20,2024-02-10,activo,tarjeta,,,,,,,,44701,si,si,si,si,4,no,22,33,13,2,no,no,si,si,5.9,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0584,Torres Vargas & Asociados,Contador,México,Pro,49,2023-06-18,2024-02-16,activo,transferencia,,,,,,,,45095,si,no,no,si,10,no,6,11,7,1,no,no,si,si,4.1,1,0,0,4,5,0,0,0,0,0,,1,1,0,chat
U0585,Ferretería Flores & Cía,Pyme,Costa Rica,Pro,49,2022-12-29,2024-01-10,activo,tarjeta,,,,,,,,44924,no,no,no,si,6,si,32,57,7,5,si,no,no,si,6.4,4,1,1,3.75,13.25,2,2,0,0,0,,1,6,1,chat
U0586,Farmacia Flores del Norte,Pyme,Colombia,Growth,35,2022-07-11,2024-02-25,activo,transferencia,,,,,,,,44753,si,si,no,si,6,no,26,47,10,1,no,no,no,si,6.8,0,0,0,,,0,0,0,1,0,4,1,1,0,telefono
U0587,Farmacia González,Pyme,México,Starter,19,2023-04-08,2023-11-17,inactivo,tarjeta,,,,,,,,45024,si,no,no,si,11,no,8,14,4,1,no,no,no,no,0.6,1,0,0,3,19,0,0,0,0,0,,1,1,0,chat
U0588,Torres Hernández Consultores,Contador,República Dominicana,Enterprise,89,2023-03-31,2024-02-21,activo,tarjeta,,,,,,,,45016,si,si,si,si,10,si,25,46,9,3,si,no,no,si,3.7,0,0,0,,,1,1,0,2,0,3,1,3,1,telefono
U0589,Distribuidora Jiménez & Hijos,Pyme,México,Pro,49,2022-11-14,2024-01-10,activo,transferencia,,,,,,,,44879,no,si,si,no,,no,2,0,6,2,no,si,si,si,5,2,0,0,3.5,13.5,1,1,0,0,0,,1,3,1,chat
U0590,Supermercado Rojas del Norte,Pyme,Colombia,Starter,19,2023-06-19,2024-01-20,activo,OXXO,,,,,,,,45096,si,si,si,si,5,no,28,63,14,1,no,no,si,si,5.2,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0591,Farmacia Pérez,Pyme,Colombia,Growth,35,2023-11-06,2024-01-02,activo,transferencia,,,,,,,,45236,si,si,si,si,4,no,21,29,11,2,no,si,si,si,2.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0592,Farmacia Rodríguez,Pyme,Colombia,Starter,19,2023-03-28,2024-01-18,activo,tarjeta,,,,,,,,45013,si,si,si,si,1,no,10,18,6,2,no,no,no,si,3.4,4,0,0,4,11.5,0,0,0,0,0,,1,4,0,chat
U0593,García Torres & Partners,Contador,México,Growth,35,2022-12-25,2024-01-18,activo,tarjeta,,,,,,,,44920,si,si,no,si,2,no,31,67,12,2,no,no,si,si,4.2,2,1,1,3,14,0,0,0,0,0,,1,2,1,chat
U0594,Boutique López,Pyme,Colombia,Growth,35,2022-12-13,2024-01-04,activo,tarjeta,,,,,,,,44908,si,si,si,si,6,no,23,48,12,1,no,no,si,si,4.7,1,1,1,2,21,0,0,0,0,0,,1,1,1,chat
U0595,Agropecuaria Díaz,Pyme,México,Starter,19,2023-09-03,2023-11-24,suspendido,transferencia,2023-10-26,involuntario,disputa_bancaria,,ninguno,,"tarjeta rechazada, no respondió a los intentos de contacto",45172,si,no,si,si,19,no,9,19,2,2,no,no,no,si,1.2,2,2,1,1.5,13,0,0,0,1,0,2,1,3,1,chat
U0596,Salinas Medina Consultores,Contador,Costa Rica,Pro,49,2023-07-01,2024-02-29,activo,transferencia,,,,,,,,45108,si,si,no,si,1,si,11,21,6,1,si,no,no,si,3.4,3,0,0,3.333333333,20.66666667,0,0,0,0,0,,1,3,0,chat
U0597,Importadora Morales,Pyme,República Dominicana,Growth,35,2022-04-10,2024-02-13,activo,transferencia,,,,,,,,44661,no,no,no,si,1,no,32,76,9,2,no,si,no,si,3.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0598,Morales Flores Auditoría,Contador,Colombia,Enterprise,89,2022-09-22,2023-11-27,suspendido,PSE,,,,,,,,44826,si,no,no,si,19,no,4,10,2,1,no,no,si,si,1,1,0,0,5,16,0,0,0,0,0,,1,1,0,chat
U0599,Transporte Rojas S.R.L.,Pyme,Colombia,Starter,19,2023-05-06,2024-01-11,activo,tarjeta,,,,,,,,45052,si,si,si,si,4,no,26,57,13,1,no,no,no,si,2.5,1,0,0,4,12,0,0,0,0,0,,1,1,0,chat
U0600,Constructora Morales,Pyme,República Dominicana,Pro,49,2022-11-30,2024-01-05,activo,transferencia,,,,,,,,44895,si,no,si,si,7,no,33,74,8,1,no,no,si,si,3.6,0,0,0,,,2,1,1,0,0,,1,2,1,whatsapp
U0601,Taller Medina,Pyme,México,Growth,35,2023-05-09,2024-01-22,activo,tarjeta,,,,,,,,45055,si,no,si,si,3,no,15,34,,1,no,no,no,si,3.6,1,0,0,3,18,0,0,0,0,0,,1,1,0,chat
